terms,polarity
been,O
twice,O
to,O
this,O
restaurant,O
.,O
,
I,O
love,O
it,O
.,O
,
I,O
found,O
it,O
on,O
a,O
cold,O
night,O
",",O
the,O
perfect,O
spot,T-POS
to,O
warm,O
up,O
.,O
,
I,O
recieved,O
prompt,O
service,T-POS
with,O
a,O
smile,O
.,O
,
To,O
me,O
it,O
exemplifies,O
Soho,O
",",O
cute,O
",",O
artsy,O
",",O
interesting,O
.,O
,
Definately,O
check,O
it,O
out,O
!,O
!,O
!,O
,
This,O
place,T-POS
blew,O
me,O
awayby,O
far,O
my,O
new,O
favorite,O
restaurant,O
on,O
the,O
uppereast,O
side,O
.,O
,
The,O
wine,T-POS
list,T-POS
is,O
extensive,O
and,O
impressive,O
.,O
,
LOVE,O
the,O
atmosphere,T-POS
",",O
felt,O
like,O
I,O
was,O
in,O
Paris,O
.,O
,
The,O
mussels,T-POS
were,O
fantastic,O
and,O
so,O
was,O
the,O
dessert,T-POS
going,O
to,O
be,O
back,O
very,O
soon,O
.,O
,
I,O
just,O
read,O
Mocaramel,O
's,O
review,O
and,O
felt,O
compelled,O
to,O
respond,O
.,O
,
I,O
have,O
been,O
coming,O
here,O
for,O
years,O
and,O
have,O
nothing,O
but,O
good,O
things,O
to,O
say,O
about,O
the,O
service,T-POS
and,O
the,O
great,O
staff,T-POS
at,O
La,O
Lanterna,O
.,O
,
Over,O
the,O
years,O
the,O
host,O
",",O
Vittorio,T-POS
",",O
and,O
his,O
crew,T-POS
",",O
have,O
always,O
treated,O
me,O
as,O
family,O
--,O
although,O
with,O
all,O
the,O
business,O
this,O
not-so-little,O
gem,O
does,O
",",O
it,O
amazing,O
he,O
's,O
even,O
able,O
to,O
remember,O
a,O
consistent,O
but,O
not-so-frequent,O
visitor,O
.,O
,
I,O
've,O
also,O
been,O
amazed,O
at,O
all,O
the,O
new,O
additions,O
in,O
the,O
past,O
few,O
years,O
",",O
A,O
new,O
Jazz,T-POS
Bar,T-POS
",",O
the,O
most,O
fantastic,O
Dining,T-POS
Garden,T-POS
",",O
the,O
Best,O
Thin,T-POS
Crust,T-POS
Pizzas,T-POS
",",O
and,O
now,O
a,O
Lasagna,T-POS
Menu,T-POS
which,O
is,O
to,O
die,O
for,O
these,O
are,O
not,O
your,O
average,O
lasagnas,O
!,O
,
I,O
lOVE,O
THIS,O
PLACE,T-POS
!,O
,
Keep,O
up,O
the,O
good,O
work,O
guys,O
!,O
,
My,O
girlfiends,O
and,O
I,O
ate,O
at,O
OG,O
again,O
last,O
night,O
.,O
,
I,O
have,O
to,O
say,O
I,O
have,O
never,O
had,O
a,O
disapointing,O
meal,T-POS
here,O
.,O
,
We,O
could,O
have,O
made,O
a,O
meal,O
of,O
the,O
yummy,O
dumplings,T-POS
from,O
the,O
dumpling,O
menu,O
.,O
,
Luckily,O
we,O
saved,O
room,O
for,O
the,O
BBQ,T-POS
Salmon,T-POS
",",O
Sea,T-POS
Bass,T-POS
and,O
Crispy,T-POS
Duck,T-POS
.,O
,
We,O
got,O
a,O
little,O
tipsy,O
from,O
the,O
sake,O
but,O
is,O
n't,O
that,O
what,O
Saturday,O
nights,O
with,O
the,O
girlfriends,O
are,O
all,O
about,O
?,O
,
Love,O
Al,T-POS
Di,T-POS
La,T-POS
,
Great,O
food,T-POS
.,O
,
One,O
of,O
my,O
favorite,O
places,O
in,O
Brooklyn,O
.,O
,
The,O
pastas,T-POS
are,O
incredible,O
",",O
the,O
risottos,T-POS
particularly,O
the,O
sepia,T-POS
are,O
fantastic,O
and,O
the,O
braised,T-POS
rabbit,T-POS
is,O
amazing,O
.,O
,
Overpriced,O
and,O
not,O
tasty,O
,
The,O
food,T-NEG
here,O
was,O
mediocre,O
at,O
best,O
.,O
,
It,O
was,O
totally,O
overpriced,O
fish,T-NEG
and,T-NEG
chips,T-NEG
was,O
about,O
$,O
15,O
.,O
,
There,O
are,O
so,O
many,O
other,O
great,O
places,O
to,O
go,O
to,O
eat,O
and,O
drink,O
this,O
place,O
is,O
not,O
worth,O
it,O
.,O
,
Tasty,O
Dog,T-POS
!,O
,
One,O
of,O
the,O
best,O
hot,O
dogs,O
I,O
have,O
ever,O
eaten,O
.,O
,
Ca,O
n't,O
wait,O
to,O
go,O
back,O
.,O
,
The,O
Cypriot,T-POS
restaurant,T-POS
has,O
a,O
lot,O
going,O
for,O
it,O
.,O
,
But,O
the,O
best,O
pork,T-POS
souvlaki,T-POS
I,O
ever,O
had,O
is,O
the,O
main,O
thing,O
.,O
,
Trust,O
me,O
.,O
,
Run,O
do,O
n't,O
walk,O
.,O
,
Super,O
YUMMY,O
Pizza,T-POS
!,O
,
I,O
was,O
visiting,O
New,O
York,O
City,O
with,O
a,O
friend,O
and,O
we,O
discovered,O
this,O
really,O
warm,O
and,O
inviting,O
restaurant,T-POS
.,O
,
I,O
LOOOVE,O
their,O
eggplant,T-POS
pizza,T-POS
",",O
as,O
well,O
as,O
their,O
pastas,T-POS
!,O
,
We,O
had,O
half/half,T-POS
pizza,T-POS
",",O
mine,O
was,O
eggplant,O
and,O
my,O
friend,O
had,O
the,O
buffalo,O
and,O
it,O
was,O
sooo,O
huge,O
for,O
a,O
small,O
size,O
pizza,O
!,O
,
We,O
had,O
fun,O
eating,O
in,O
there,O
",",O
we,O
were,O
there,O
like,O
around,O
3,O
am,O
in,O
the,O
morning,O
!,O
.,O
,
Will,O
comeback,O
for,O
sure,O
",",O
wish,O
they,O
have,O
it,O
here,O
in,O
LA,O
.,O
,
Excellent,O
food,T-POS
",",O
although,O
the,O
interior,T-NEG
could,O
use,O
some,O
help,O
.,O
,
The,O
space,T-NEG
kind,O
of,O
feels,O
like,O
an,O
Alice,O
in,O
Wonderland,O
setting,O
",",O
without,O
it,O
trying,O
to,O
be,O
that,O
.,O
,
Reliable,O
",",O
Fresh,O
Sushi,T-POS
,
My,O
husband,O
and,O
I,O
take,O
out,O
from,O
here,O
3-4,O
times,O
a,O
month,O
.,O
,
The,O
sashimi,T-POS
is,O
always,O
fresh,O
and,O
the,O
rolls,T-POS
are,O
innovative,O
and,O
delicious,O
.,O
,
Have,O
never,O
had,O
a,O
problem,O
with,O
service,T-POS
save,O
a,O
missing,O
rice,O
once,O
.,O
,
Delivery,T-NEG
can,O
be,O
spot,O
on,O
or,O
lacking,O
depending,O
on,O
the,O
weather,O
and,O
the,O
day,O
of,O
the,O
week,O
.,O
,
We,O
've,O
found,O
it,O
to,O
be,O
better,O
and,O
fresher,O
than,O
Kiku,O
which,O
is,O
comparable,O
in,O
price,O
.,O
,
Best,O
Sushi,T-POS
Ever,O
.,O
,
This,O
place,O
has,O
ruined,O
me,O
for,O
neighborhood,O
sushi,T-POS
.,O
,
Excellent,O
sashimi,T-POS
",",O
and,O
the,O
millennium,T-POS
roll,T-POS
is,O
beyond,O
delicious,O
.,O
,
Not,O
cheap,O
but,O
very,O
yummy,O
.,O
,
Love,O
it,O
.,O
,
Very,O
",",O
very,O
nice,O
,
not,O
only,O
is,O
the,O
food,T-POS
,
Loved,O
It,O
,
We,O
had,O
a,O
very,O
nice,O
time,O
.,O
,
The,O
waiter,T-POS
was,O
attentive,O
",",O
the,O
food,T-POS
was,O
delicious,O
and,O
the,O
views,T-POS
of,T-POS
the,T-POS
city,T-POS
were,O
great,O
.,O
,
I,O
'd,O
definitely,O
go,O
back,O
again,O
.,O
,
Great,O
place,T-POS
to,O
relax,O
and,O
enjoy,O
your,O
dinner,O
,
There,O
is,O
something,O
about,O
their,O
atmosphere,T-POS
that,O
makes,O
me,O
come,O
back,O
nearly,O
every,O
week,O
.,O
,
Place,T-POS
is,O
open,O
till,O
late,O
",",O
no,O
dress,O
code,O
.,O
,
Good,O
food,T-POS
",",O
my,O
favorite,O
is,O
the,O
seaASPECT0,O
spaghetti,O
.,O
,
Highly,O
recommended,O
!,O
,
Excellent,O
food,T-POS
for,O
great,O
prices,O
,
My,O
husband,O
and,O
I,O
have,O
been,O
sold,O
on,O
this,O
from,O
the,O
first,O
visit,O
.,O
,
The,O
wait,T-POS
staff,T-POS
is,O
very,O
courteous,O
and,O
accomodating,O
.,O
,
The,O
space,T-NEG
is,O
limited,O
so,O
be,O
prepared,O
to,O
wait,O
up,O
to,O
45,O
minutes,O
",",O
1,O
hour,O
",",O
but,O
be,O
richly,O
rewarded,O
when,O
you,O
savor,O
the,O
delicious,O
indo-chinese,T-POS
food,T-POS
.,O
,
There,O
are,O
no,O
negatives,O
to,O
speak,O
of,O
.,O
,
the,O
bestt,O
!,O
,
my,O
favorite,O
place,T-POS
lol,O
,
i,O
love,O
their,O
chicken,T-POS
pasta,T-POS
ca,O
n't,O
remember,O
the,O
name,O
but,O
is,O
sooo,O
good,O
,
its,O
alright,O
,
im,O
not,O
necessarily,O
fanatical,O
about,O
this,O
place,T-POS
",",O
but,O
it,O
was,O
a,O
fun,O
time,O
for,O
low,O
pirces,O
.,O
,
its,O
just,O
a,O
fun,O
place,O
to,O
go,O
",",O
not,O
a,O
five,O
star,O
restaraunt,T-NEU
.,O
,
Way,O
below,O
average,O
,
I,O
think,O
the,O
pizza,T-NEG
is,O
so,O
overrated,O
and,O
was,O
under,O
cooked,O
.,O
,
Had,O
no,O
flavor,O
and,O
the,O
staff,T-NEG
is,O
rude,O
and,O
not,O
attentive,O
.,O
,
Would,O
NEVER,O
go,O
back,O
,
I,O
love,O
this,O
place,T-POS
,
I,O
was,O
n't,O
here,O
for,O
the,O
pizza,O
so,O
I,O
ca,O
n't,O
comment,O
on,O
that,O
yet,O
but,O
what,O
I,O
had,O
was,O
very,O
good,O
.,O
,
The,O
service,T-POS
was,O
quick,O
and,O
friendly,O
.,O
,
Everyone,O
was,O
smiling,O
so,O
that,O
made,O
me,O
feel,O
welcome,O
.,O
,
I,O
ordered,O
the,O
vitello,T-POS
alla,T-POS
marsala,T-POS
and,O
I,O
was,O
pretty,O
impressed,O
.,O
,
The,O
veal,T-POS
and,O
the,O
mushrooms,T-POS
were,O
cooked,O
perfectly,O
.,O
,
The,O
potato,T-POS
balls,T-POS
were,O
not,O
dry,O
at,O
all,O
in,O
fact,O
it,O
was,O
buttery,O
.,O
,
The,O
only,O
downside,O
they,O
only,O
take,O
cash,O
which,O
is,O
OK,O
if,O
you,O
know,O
about,O
it,O
ahead,O
of,O
time,O
.,O
,
I,O
'll,O
be,O
back,O
for,O
sure,O
.,O
,
WORST,O
PLACE,T-NEG
ON,O
SMITH,O
STREET,O
IN,O
BROOKLYN,O
,
Very,O
immature,O
bartender,T-NEG
",",O
did,O
n't,O
know,O
how,O
to,O
make,O
specific,O
drinks,O
",",O
service,T-NEG
was,O
so,O
slowwwww,O
",",O
the,O
food,T-NEG
was,O
not,O
fresh,O
or,O
warm,O
",",O
waitresses,T-NEG
were,O
busy,O
flirting,O
with,O
men,O
at,O
the,O
bar,O
and,O
werent,O
very,O
attentive,O
to,O
all,O
the,O
customers,O
.,O
,
I,O
would,O
never,O
recommend,O
this,O
place,T-NEG
to,O
anybody,O
even,O
for,O
a,O
casual,O
dinner,O
.,O
,
awesome,O
,
the,O
food,T-POS
is,O
always,O
fresh,O
.,O
,
overpriced,O
japanese,T-NEG
food,T-NEG
with,O
mediocre,O
service,T-NEU
,
Went,O
here,O
on,O
sat,O
1/26,O
and,O
was,O
disappointed,O
.,O
,
Chicken,T-NEG
teriyaki,T-NEG
had,O
tomato,O
or,O
pimentos,O
on,O
top,O
?,O
?,O
,
food,T-NEG
was,O
luke,O
warm,O
.,O
,
The,O
waitress,T-NEG
was,O
not,O
attentive,O
at,O
all,O
.,O
,
I,O
was,O
looking,O
for,O
banana,O
tempura,O
for,O
dessert,T-NEG
and,O
they,O
do,O
n't,O
have,O
.,O
,
Too,O
many,O
other,O
good,O
places,O
to,O
have,O
to,O
settle,O
.,O
,
Not,O
because,O
you,O
are,O
The,T-NEG
Four,T-NEG
Seasons,T-NEG
",",O
you,O
are,O
allowed,O
to,O
charge,O
an,O
arm,O
and,O
a,O
leg,O
for,O
a,O
romatic,O
dinner,O
.,O
,
The,O
food,T-POS
was,O
excellent,O
as,O
well,O
as,O
service,T-POS
",",O
however,O
",",O
I,O
left,O
The,T-NEG
Four,T-NEG
Seasons,T-NEG
very,O
dissappointed,O
.,O
,
I,O
do,O
not,O
think,O
dinner,T-NEG
in,O
Manhattan,O
should,O
cost,O
$,O
40000,O
where,O
I,O
am,O
not,O
swept,O
off,O
my,O
feet,O
.,O
,
Just,O
go,O
to,O
Yamato,T-POS
and,O
order,O
the,O
Red,T-POS
Dragon,T-POS
Roll,T-POS
.,O
,
If,O
you,O
do,O
n't,O
like,O
it,O
",",O
I,O
do,O
n't,O
know,O
what,O
to,O
tell,O
you,O
.,O
,
The,O
Seafood,T-POS
Dynamite,T-POS
is,O
also,O
otherworldly,O
.,O
,
I,O
'm,O
not,O
even,O
going,O
to,O
bother,O
to,O
describe,O
it,O
;,O
it,O
speaks,O
for,O
itself,O
.,O
,
Favorite,O
Sushi,T-POS
in,O
NYC,O
,
An,O
unpretentious,O
spot,T-POS
in,O
Park,O
Slope,O
",",O
the,O
sushi,T-POS
is,O
consistently,O
good,O
",",O
the,O
service,T-POS
is,O
pleasant,O
",",O
effective,O
and,O
unassuming,O
.,O
,
In,O
the,O
summer,O
months,O
",",O
the,O
back,T-POS
garden,T-POS
area,T-POS
is,O
really,O
nice,O
.,O
,
The,O
rolls,T-POS
are,O
creative,O
and,O
I,O
have,O
yet,O
to,O
find,O
another,O
sushi,O
place,O
that,O
serves,O
up,O
more,O
inventive,O
yet,O
delicious,O
japanese,T-POS
food,T-POS
.,O
,
SO,O
GOOD,O
,
I,O
CAN,O
EAT,O
HERE,O
EVERY,O
DAY,O
OF,O
THE,O
WEEK,O
REALLY,O
LOL,O
LOVE,O
THIS,O
PLACE,T-POS
.,O
,
Gross,O
food,T-NEG
",",O
Wow-,O
,
I,O
ca,O
n't,O
remember,O
the,O
last,O
time,O
I,O
had,O
such,O
gross,O
food,T-NEG
in,O
New,O
York,O
.,O
,
My,O
quesadilla,T-NEG
tasted,O
like,O
it,O
had,O
been,O
made,O
by,O
a,O
three-year,O
old,O
with,O
no,O
sense,O
of,O
proportion,O
or,O
flavor,O
.,O
,
And,O
$,O
11,O
for,O
a,O
plate,O
of,O
bland,O
guacamole,T-NEG
?,O
,
Come,O
on,O
.,O
,
Do,O
n't,O
get,O
me,O
started,O
on,O
the,O
margaritas,T-NEG
",",O
either,O
.,O
,
Mine,O
tasted,O
like,O
the,O
bartender,O
had,O
forgotten,O
to,O
add,O
the,O
tequila,O
.,O
,
Really,O
",",O
I,O
find,O
it,O
rather,O
scandalous,O
that,O
such,O
a,O
crappy,O
restaurant,O
attracts,O
such,O
crowds,O
--,O
this,O
",",O
in,O
the,O
city,O
of,O
a,O
million,O
restaurants,O
",",O
at,O
least,O
9/10,O
of,O
which,O
are,O
way,O
better,O
than,O
this,O
one,O
.,O
,
Save,O
your,O
money,O
and,O
your,O
time,O
and,O
go,O
somewhere,O
else,O
.,O
,
Oh,O
",",O
and,O
I,O
never,O
write,O
reviews,O
--,O
I,O
just,O
was,O
so,O
moved,O
by,O
how,O
bad,O
this,O
place,T-NEG
was,O
",",O
I,O
felt,O
it,O
was,O
my,O
duty,O
to,O
spread,O
the,O
word,O
.,O
,
Great,O
Indian,T-POS
Food,T-POS
!,O
,
This,O
place,O
was,O
reccomended,O
to,O
me,O
by,O
a,O
friend,O
.,O
,
The,O
food,T-POS
was,O
good,O
",",O
the,O
place,T-POS
was,O
clean,O
and,O
affordable,O
.,O
,
I,O
noticed,O
alot,O
of,O
indian,O
people,O
eatting,O
there,O
which,O
is,O
a,O
great,O
sign,O
for,O
an,O
indian,T-POS
place,T-POS
!,O
,
This,O
is,O
one,O
of,O
my,O
favorite,O
spot,O
",",O
very,O
relaxing,O
the,O
food,T-POS
is,O
great,O
all,O
the,O
times,O
",",O
celebrated,O
my,O
engagement,O
and,O
my,O
wedding,O
here,O
",",O
it,O
was,O
very,O
well,O
organized,O
.,O
,
The,O
staff,T-POS
is,O
very,O
good,O
.,O
,
Love,O
their,O
drink,T-POS
menu,T-POS
.,O
,
I,O
highly,O
recommend,O
this,O
beautiful,O
place,T-POS
.,O
,
Nice,O
for,O
one,O
time,O
special,O
occasion,O
.,O
,
Went,O
for,O
Mom,O
's,O
birthday,O
brunch/lunch,O
.,O
,
They,O
honored,O
reservation,O
on,O
Sunday,O
afternoon,O
very,O
well,O
.,O
,
Be,O
aware,O
.,O
,
Food,T-NEU
was,O
OK,O
.,O
,
Nice,O
view,T-POS
of,T-POS
river,T-POS
and,T-POS
NYC,T-POS
.,O
,
I,O
come,O
here,O
enjoy,O
very,O
much,O
with,O
husband,O
.,O
,
Remind,O
me,O
of,O
home,O
.,O
,
Great,O
survice,T-POS
,
A,O
beautifully,O
designed,O
dreamy,O
Egyptian,T-POS
restaurant,T-POS
that,O
gets,O
sceney,O
at,O
night,O
.,O
,
Watch,O
the,O
talented,O
belly,T-POS
dancers,T-POS
as,O
you,O
enjoy,O
delicious,O
baba,T-POS
ganoush,T-POS
that,O
's,O
more,O
lemony,O
than,O
smoky,O
.,O
,
Oh,O
",",O
and,O
there,O
's,O
hookah,T-POS
.,O
,
Raymond,T-POS
the,O
bartender,O
rocks,O
!,O
,
Pacifico,T-POS
is,O
a,O
great,O
place,O
to,O
casually,O
hang,O
out,O
.,O
,
The,O
drinks,T-POS
are,O
great,O
",",O
especially,O
when,O
made,O
by,O
Raymond,T-POS
.,O
,
The,O
omlette,T-POS
for,T-POS
brunch,T-POS
is,O
great,O
.,O
,
the,O
spinach,T-POS
is,O
fresh,O
",",O
definately,O
not,O
frozen,O
.,O
,
quacamole,T-POS
at,O
pacifico,O
is,O
yummy,O
",",O
as,O
are,O
the,O
wings,T-POS
with,T-POS
chimmichuri,T-POS
.,O
,
A,O
weakness,O
is,O
the,O
chicken,T-NEG
in,T-NEG
the,T-NEG
salads,T-NEG
.,O
,
It,O
's,O
just,O
average,O
",",O
just,O
shredded,O
",",O
no,O
seasoning,O
on,O
it,O
.,O
,
Overall,O
",",O
decent,O
food,T-NEU
at,O
a,O
good,O
price,O
",",O
with,O
friendly,O
people,T-POS
.,O
,
Best,O
Indian,T-POS
Restaurant,T-POS
in,O
the,O
City,O
,
Decor,T-NEG
needs,O
to,O
be,O
upgraded,O
but,O
the,O
food,T-POS
is,O
amazing,O
!,O
,
This,O
small,O
Astoria,O
souvlaki,O
spot,O
makes,O
what,O
many,O
consider,O
the,O
best,O
gyros,T-POS
in,O
New,O
York,O
.,O
,
Small,O
",",O
bright,O
",",O
and,O
clean,O
",",O
BZ,O
Grill,O
stands,O
apart,O
from,O
the,O
usual,O
run,O
of,O
gyro,O
joints,O
",",O
both,O
in,O
Astoria,O
and,O
out,O
.,O
,
What,O
really,O
makes,O
it,O
shine,O
is,O
the,O
food,T-POS
",",O
which,O
is,O
aggressively,O
seasoned,O
with,O
Cyrpriot,O
spices,O
",",O
and,O
all,O
made,O
in-house,O
even,O
the,O
gyro,T-POS
meat,T-POS
and,O
sausages,T-POS
",",O
and,O
made,O
of,O
much,O
higher,O
quality,O
ingredients,T-POS
that,O
might,O
otherwise,O
be,O
expected,O
.,O
,
All,O
the,O
various,O
Greek,T-POS
and,T-POS
Cypriot,T-POS
dishes,T-POS
are,O
excellent,O
",",O
but,O
the,O
gyro,T-POS
is,O
the,O
reason,O
to,O
come,O
--,O
if,O
you,O
do,O
n't,O
eat,O
one,O
your,O
trip,O
was,O
wasted,O
.,O
,
Best,O
restaurant,T-POS
in,O
Brooklyn,O
,
The,O
best,O
!,O
,
Great,O
food,T-POS
",",O
amazing,O
service,T-POS
",",O
this,O
place,T-POS
is,O
a,O
class,O
act,O
.,O
,
Fresh,O
",",O
mind,O
blowing,O
flavors,O
.,O
,
This,O
place,T-POS
is,O
a,O
must,O
visit,O
!,O
,
You,O
want,O
to,O
have,O
a,O
real,O
hot,O
dog,O
in,O
Brooklyn,O
?,O
,
Delicious,O
",",O
creative,O
and,O
fun,O
.,O
,
Got,O
a,O
date,O
?,O
Go,O
here,O
!,O
,
Every,O
time,O
I,O
have,O
a,O
special,O
occasion,O
with,O
my,O
boyfriend,O
I,O
have,O
a,O
hard,O
time,O
going,O
anywhere,O
else,O
.,O
,
It,O
is,O
so,O
romantic,O
.,O
,
Its,O
dark,O
",",O
and,O
cozy,O
there,O
is,O
always,O
jazz,O
music,O
playing,O
when,O
we,O
go,O
.,O
,
The,O
food,T-POS
is,O
all,O
shared,O
so,O
we,O
get,O
to,O
order,O
together,O
and,O
eat,O
together,O
.,O
,
I,O
've,O
enjoyed,O
99,O
%,O
of,O
the,O
dishes,T-POS
we,O
've,O
ordered,O
with,O
the,O
only,O
exceptions,O
being,O
the,O
occasional,O
too-authentic-for-me,O
dish,T-NEG
I,O
'm,O
a,O
daring,O
eater,O
but,O
not,O
THAT,O
daring,O
.,O
,
Once,O
you,O
try,O
it,O
for,O
a,O
special,O
occasion,O
beware,O
you,O
ca,O
n't,O
stop,O
!,O
.,O
,
You,O
'll,O
be,O
ther,O
for,O
every,O
anniversary,O
",",O
birthday,O
",",O
valentines,O
day,O
.,O
,
For,O
a,O
Fabulous,O
Wedding,O
!,O
,
My,O
daughter,O
's,O
wedding,O
reception,O
at,O
Water's,T-POS
Edge,T-POS
received,O
the,O
highest,O
compliments,O
from,O
our,O
guests,O
.,O
,
Everyone,O
raved,O
about,O
the,O
atmosphere,T-POS
elegant,O
rooms,T-POS
and,O
absolutely,O
incomparable,O
views,T-POS
and,O
the,O
fabulous,O
food,T-POS
!,O
,
Service,T-POS
was,O
wonderful,O
;,O
,
everyone,O
was,O
cheerfully,O
cooperative,O
and,O
helpful,O
.,O
,
Paul,T-POS
",",O
the,O
maitre,O
d,O
',O
",",O
was,O
totally,O
professional,O
and,O
always,O
on,O
top,O
of,O
things,O
.,O
,
Thank,O
you,O
everyone,O
at,O
Water's,T-POS
Edge,T-POS
.,O
,
would,O
NOT,O
go,O
back,O
.,O
,
Service,T-NEG
ok,O
but,O
unfriendly,O
",",O
filthy,O
bathroom,T-NEG
.,O
,
The,O
high,O
prices,O
you,O
're,O
going,O
to,O
pay,O
is,O
for,O
the,O
view,T-NEU
not,O
for,O
the,O
food,T-NEG
.,O
,
The,O
bar,T-NEG
drinks,T-NEG
were,O
Eh,O
",",O
ok,O
to,O
say,O
the,O
least,O
.,O
,
The,O
stuff,T-NEG
tilapia,T-NEG
was,O
horridtasted,O
like,O
cardboard,O
.,O
,
We,O
thought,O
the,O
dessert,T-NEG
would,O
be,O
better,O
",",O
Wrong,O
!,O
,
oh,O
speaking,O
of,O
bathroom,O
",",O
the,O
mens,T-NEG
bathroom,T-NEG
was,O
disgusting,O
.,O
,
The,O
floor,O
was,O
wet,O
",",O
the,O
trash,O
can,O
filled,O
with,O
hand,O
towels,O
n,O
all,O
over,O
the,O
floor,O
",",O
no,O
soap,O
",",O
and,O
no,O
hand,O
towels,O
left,O
.,O
,
Go,O
to,O
son,O
cubano,O
in,O
edgewater,O
nj,O
instead,O
.,O
,
Good,O
Experience,O
,
During,O
our,O
trip,O
to,O
NYC,O
",",O
we,O
made,O
reservations,O
to,O
dine,O
in,O
the,O
pool,O
room,O
of,O
the,O
Four,O
Seasons,O
for,O
their,O
pre-theater,O
menu,O
offering,O
a,O
modified,O
menu,O
for,O
$,O
65,O
pp,O
.,O
,
The,O
wine,T-POS
list,T-POS
was,O
extensive,O
",",O
though,O
the,O
staff,T-NEG
did,O
not,O
seem,O
knowledgeable,O
about,O
wine,O
pairings,O
.,O
,
The,O
bread,T-NEG
we,O
received,O
was,O
horrible,O
",",O
rock,O
hard,O
and,O
cold,O
",",O
and,O
the,O
free,O
appetizer,T-NEG
of,T-NEG
olives,T-NEG
was,O
disappointing,O
.,O
,
However,O
",",O
our,O
main,T-POS
course,T-POS
was,O
wonderful,O
.,O
,
I,O
had,O
fish,T-POS
and,O
my,O
husband,O
had,O
the,O
filet,T-POS
",",O
both,O
of,O
which,O
exceeded,O
our,O
expectations,O
.,O
,
The,O
dessert,O
we,O
had,O
a,O
pear,T-POS
torte,T-POS
was,O
good,O
",",O
but,O
",",O
once,O
again,O
",",O
the,O
staff,T-NEG
was,O
unable,O
to,O
provide,O
appropriate,O
drink,O
suggestions,O
.,O
,
When,O
we,O
inquired,O
about,O
ports,O
",",O
the,O
waitress,T-NEG
listed,O
off,O
several,O
but,O
did,O
not,O
know,O
taste,O
variations,O
or,O
cost,O
.,O
,
Not,O
what,O
I,O
would,O
expect,O
for,O
the,O
price,O
and,O
prestige,O
of,O
this,O
location,T-NEU
.,O
,
All,O
in,O
all,O
",",O
I,O
would,O
return,O
",",O
as,O
it,O
was,O
a,O
beautiful,O
restaurant,T-POS
",",O
but,O
I,O
hope,O
the,O
staff,T-NEG
pays,O
more,O
attention,O
to,O
the,O
little,O
details,O
in,O
the,O
future,O
